Cineworld,Picturehouse Cinemas
Cingular/AT&T Mobility,New Cingular Wireless Services
Cinven,CeramTec GmbH
Cinépolis,Spotlight Innovation Inc.
Cirruspath,Cirrus Insight
Cisco Systems,BT Broadband
Cisco Systems,Book Soup
Cisco Systems,Cisco
Cisco Systems,Cisco WebEx
Cisco Systems,Komodo Technology
Cisco Systems,Latigent LLC
Cisco Systems,Linksys
Cisco Systems,Metreos Corporation
Cisco Systems,Pari Networks
Cisco Systems,Qdoba Restaurant Corporation
Cisco Systems,Scientific Atlanta Inc.
Cisco Systems,Sourcefire
Cisco Systems,Zoom Corporation
Cisco,OpenDNS
Cite Publishing Ltd,Sharp Point Press
Citibank,CitiFX Pro
Citigroup,APGENCO
Citigroup,Citibank Korea
Citigroup,Egg Banking plc
Citigroup,Grupo Financiero Banamex,S.A. de C.V
Citrix Systems,MOBRO Marine Inc.
Citrix,Zenprise Inc.
Citroën,DS Automobiles
City Airways Limited,City Airways Limited
City Index Group,Finspreads
City Stores Company,Franklin Simon & Co.
City Stores Company,Loveman's of Alabama
City Stores Company,Oppenheim Collins & Company Inc.
City Stores Inc.,Lansburgh's
City of Drammen,Buskerud County Municipality,Energiselskapet Buskerud AS
City of Fredrikstad,Fortum,Fredrikstad Energi AS
City of Oslo,AS Oslo Sporveier
City of Oslo,E-CO Energi AS
City of Oslo,Sporveien Oslo AS
City of Tromsø,Troms Kraft AS
City of Trondheim,Trondheim Bilruer A/L
City of Trondheim,Trondheim Sporvei
City of Trondheim,Trondhjems Elektricitetsværk og Sporvei
CityGrid Media,Insider Pages
Civmec,Forgacs Group
Clariant Group,Clariant Chemicals India Limited
Claro (América Móvil),Embratel
Claro (América Móvil),NET
Classical Comics Enterprises,Classical Comics
Claxson Interactive Group 5EchoStar Corporation 4,Dish México,S. de R. L. de C.V.
Clayton,Dubilier & Rice,David's Bridal
Clean Harbors,Safety-Kleen Systems Inc.
ClearCube Holdings,ClearCube
Clerys,Clerys
Cliffs Natural Resources,Pickands Mather Group
Clorox,Burt's Bees
Coal India Limited,Central Mine Planning and Design Institute
Coca-Cola Amatil,Kirks
Coca-Cola FEMSALeche Santa Clara,Jugos del Valle S.A. de C.V.
Codan Limited (communications),Codan Limited
Coffee Day Enterprises Limited,Coffee Day Global Limited
Cofra Holding AG,C&A
Cogas Infra en Beheer B.V.,KEMA
Cogeco Communications Inc. Cogeco Inc.,Cogeco Peer 1
ColArt,Winsor & Newton
Colas Group,Colas Ltd
Colfax Corporation,Charter International plc
Colgate-Palmolive,Tom's of Maine
Collins Bus Corporation,Mid Bus Corporation
Collins Industries,Corbeil Bus Corporation
Collins-Habovick LLC,Accurate Miniatures
Colonial BancGroup,Colonial Bank
Color Group,Color Line AS
Colruyt Group,Etablissementen Franz Colruyt N.V
Colt's Manufacturing Company,Colt Canada Corporation
Columbia Pictures,Ghost Corps
Columbia Restaurant Group,Columbia Restaurant
Columbia Sportswear,Montrail Corporation
Columbus McKinnon,Magnetek Inc.
Combine Factory Rostselmash Ltd.,Buhler Versatile Incorporated
Combined English Stores,Hepworths,Next (retailer),Kendall and Sons Limited
Comcast Cable,Comcast Business
Comcast Corporation,Comcast MO Group Inc.
Comcast Spectacor,New Era Tickets
Comcast,AT&T Broadband LLC
Comcast,Comcast Cable Communications LLC
Comcast,Comcast Sports Ventures
Comcast,NBCUniversal Inc.
Comcast,Universal Television
ComfortDelGro Corporation,SBS Transit (Trains)
ComfortDelGro,SBS Transit Limited
Commemorative Brands Inc.,Balfour
Commonwealth Bank of Australia,Colonial First State
Commonwealth Bank,ASB Bank
Commonwealth Bank,Sovereign Assurance Company Limited
Commuter Transport Engineering,Union Carriage & Wagon
Comodo Group,since 2011,DNS.com
Compagnie Financière Richemont S.A.,Officine Panerai
Compagnie Financière Richemont SA,James Purdey & Sons Limited
Compañía de las Islas Occidentales,Fuentealta
Competitive Foods Australia,Hungry Jack's
Comune di Napoli,Metronapoli
Con-way Inc.,Con-way Freight
Concern Tractor Plants,Volgograd Tractor Plant
Conn-Selmer,C.G. Conn
Conn-Selmer,Ludwig Drums
Conrad Industries,A-B Emblem
Consolidated Communications,Scorpion Releasing
Consolidated Gold Fields,New Consolidated Gold Fields Ltd. Estonian Branch
Consortium of:International Public Partnerships,Angel Trains Limited
Consumer Capital Partners,Smashburger Master LLC
Consumer Electronics Association,Mobile Electronic Certified Professional Program
Contenemar Group,Compania Iscomar S.A.
Content & Media,Maker Studios Inc.
Content Partners LLC,Revolution Studios
ContextLogic,Wish
Continental Holdings,American Bridge Company Inc.
Control Data Corporation,Computer Peripherals Inc.
Control Systems Ltd (from 1927),Bell Punch Company Ltd
Controladora Comercial Mexicana,Comercial Mexicana,S.A. de C.V.
Convenience Retail Asia,Saint Honore Cake Shop Limited
Conversant LLC,CJ Affiliate by Conversant(formerly Commission Junction)
Converto Capital Fund,majority owned by Aker ASA,Philly Shipyard Inc.
Conviviality Plc,Bargain Booze
Conviviality Plc,Matthew Clark
CookandGroup,CookandDate
Coop (Switzerland),OHG Fegro/Selgros Gesellschaft für Großhandel mbH & Co.
Coop Denmark,Fakta
Coop Denmark,Irma A/S
Coop Norge Handel AS,Coop Norge Kaffe AS
Cooper Group,Cooper Research Technology
Copperart Holdings Pty Limited,Homeart
Copyright Clearance Center,Pubget
Cordant Technologies,Thiokol Chemical Corporation
Corel Corporation,Roxio
Corot PLC (Dissolved),Smooth Ltd.
Corpbanca,Helm Bank
Corporacion Multi Inversiones,Pollo Campero
Corporacion Nacional de Telecomunicaciones,Alegro
Corporación Gestamp S.L.,Gestamp Automoción S.L.
Corporación de Cruceros Nacionales,Ocean Star Cruises
Cortina Learning International,Famous Artists School
Corus Entertainment,Global News
Corus Entertainment,Toon Boom Animation Inc.
Cosan,Companhia de Gás de São PauloComgás
Cosan,Royal Dutch Shell,Raizen S.A.
Cosan,Rumo Logistica Operadora Multimodal S.A.
Cosmote,Deutsche Telekom,AMC
Cosmote,Germanos Group
Coteminas,Springs Global Participações S.A.
Coty Inc,CoverGirl
Coty Inc.,Ella Marie Cohen Beauty Co. (Rimmel London)
Coty Inc.,ghd hair (ghd)
Countrywide Assured Group plc,John D Wood & Co.
County of Møre og Romsdal,Fjord1 AS
Cox Automotive,Kelley Blue Book Co.
Cox Enterprises (via Cox Automotive),Autotrader.com Inc.
Cox Enterprises,Cox Automotive
Cox Enterprises,Cox Communications Inc.
Cox Enterprises,Manheim Inc.
Crane Merchandising Systems,a subsidiary of Crane Co.,Dixie-Narco
Creative Assembly,Creative Assembly Sofia
Creative Technology Limited,ZiiLABS Pte Ltd.
Creative Technology Ltd.,Cambridge SoundWorks
Credentrust,iBank
Credera,Broadleaf Commerce
Credicorp,Pacífico Seguros
Credit Europa,Fibabanka A.Ş.
Credito Emiliano Holding,Credito Emiliano
Credito Valtellinese,Cassa di Risparmio di Fano
Credito Valtellinese,Credito Siciliano
Crescent Enterprises,Gulftainer
Crescent Petroleum,Dana Gas PJSC
Criteria CaixaHolding,CaixaBank,S.A.
Critical Software,Critical Links
Croatian Government,Hrvatske željeznice
Cromwell Music,Hecht-Lancaster & Buzzell Music
Crossrail AG,Crossrail Benelux
Crowley Milner and Company,Crowley's
Crown Property Bureau,Deves Insurance
Crystalaire,INC,Crystalaire Adventures
Crytek,Crytek USA
Crytek,Free Radical Design
Crédit Agricole Italia,FriulAdria
Crédit Agricole S.A.(via Crédit Agricole Italia),Cassa di Risparmio della Spezia
Crédit Agricole S.A.,Crédit Agricole Cariparma
Crédit Agricole,Crédit Agricole CIB
Cubic Corporation,Cubic Transportation Systems
Cullen Business Trust Limited,Cullen Investments Limited
Cummings Properties,1991-1994 Fidelity Investments,1994-1996,Community Weeklies Inc.
Currency Exchange International,Exchange Bank of Canada
Currimjee Jeewanjee & Co Ltd,Emtel
Curtiss-Wright (after 1929),Wright Aeronautical
Curtiss-Wright,Curtiss-Caproni
Curtiss-Wright,Curtiss-Robertson Airplane Manufacturing Company
Curzon World,Curzon Artificial Eye
Curzon World,Curzon Cinemas Limited
Customers Bancorp Inc.,Customers Bank
Cybernet Systems Group,Waterloo Maple Inc. (Maplesoft)
Cyberoam Technologies Pvt. Ltd.,NetGenie
Cycleurope Group,F.I.V. Edoardo Bianchi S.p.A.
Cypress Semiconductor,Simtek Integrated Memories Corporation
Cyprus Popular Bank,Investment Bank of Greece
Córas Iompair Éireann,Iarnród Éireann - Irish Rail
Cıngıllıoğlu Holding A.Ş.,Demirbank T.A.Ş.
D'Addario,ProMark
D'Ieteren,Avis Budget Group,Avis Europe plc
DAMAC Properties,DAMAC Maison
DANA Groups,Dana Group
DAPD News Agency,Sipa Press
DARTZ GRUPA OÜ,Dartz Motorz
DB Cargo UK,Euro Cargo Rail
DBSI Investments Ltd.,Pointer Telocation Ltd.
DC Comics (Time Warner),WildStorm
DC Comics (Time Warner),Zuda Comics
DC Comics,Minx
DCD Media,DCD Publishing
DCM Shriram group,Fenesta
DEFRA,British Waterways
DEH Holding,Alta Gracia Apparel
DELCO,Dayton-Wright Company
DESFA,PGS  Public Gas Supply(ΔΕΠΑ  Δ Ε Α)
DFDS,DFDS Lisco
DFDS,DFDS Seaways
DFS,Dwell
DFS,The Sofa Workshop Ltd
DHC Corp. (since April 2016),Cross FM Co.,Ltd.
DHL Freight/Forwarding,DHL Global Forwarding
DHX Media,DiC Entertainment
DKB Household USA,Zyliss
DMCI Holdings,Harbinger Systems
DMS AG,Elbewerft Boizenburg
DNB,DNB A/S
DNV GL,GL Noble Denton
DOCOMO Deutschland GmbH,net mobile AG
DONG Energy,A2SEA
DR Automobiles Group,DR Motor Company S.p.A.
DRB-HICOM,PROTON Holdings Berhad
DRB-HICOM,Pos Malaysia Berhad
DSB,DSB Øresund
DSG Holdings Aust Pty Ltd (Discount Superstores Group),Crazy Clark's
DSG Holdings Aust Pty Ltd (Discount Superstores Group),Go-Lo
DSG Holdings Aust Pty Ltd (Discount Superstores Group),Sam's Warehouse
DTEK,DTEK Skhidenergo« »
DTS Inc.,SRS Labs Inc.
DaMAC Group (Dariah Management Services Co),DAMAC Properties
Dabur India Limited,Dabur Research Foundation
Dabur,Dabur International
Dachan Great Wall Enterprise,Dachan Food (Asia) Limited ()
Daegu Metropolitan Government,Daegu Metropolitan Transit Corporation DTRO
Daewon Media,Daewon C.I.
Daewoo Shipbuilding & Marine Engineering,Daewoo-Mangalia Heavy Industries S.A.
Dai-ichi Life,Creators
Daikin,Goodman Manufacturing
Daily Mail and General Trust,DMG Media Limited
Daily Mail and General Trust,Euromoney Institutional Investor PLC
Daimaru Matsuzakaya Department Stores,Matsuzakaya
Daimler AG,American LaFrance
Daimler AG,Daimler Financial Services AG
Daimler AG,Daimler Trucks North America LLC
Daimler AG,Mercedes AMG High Performance Powertrains Ltd
Daimler AG,Mercedes-AMG GmbH
Daimler AG,Mercedes-Benz India Pvt Ltd
Daimler AG,Mercedes-Benz U.S. International
Daimler AG,SNVI,Mercedes-Benz Algeria Ltd
Daimler Financial Services,Mercedes-Benz Bank AG
Daimler India Commercial Vehicles,BharatBenz
Daimler Trucks North America,Detroit Diesel Corporation
Daimler Trucks North America,Thomas Built Buses Inc.
DaimlerChrysler,DASA
Dairy Crest,Express Dairies
Dairy Farm Group,Cold Storage
Dairy Farm International Holdings,ThreeSixty
Dairy Farm International Holdings,Wellcome
Dairy Farmers of America,Kemps
Dairy Farmers of America,Oakhurst Dairy
Daisy Group,Daisy Health
Daisy Group,Daisy Wholesale Limited
Dakota Ammo Incorporated,COR-BON/Glaser Ammunition
Dalian Wanda Group+others,Infront Sports & Media
Dalian Wanda Group,Wanda Cinema Line Corporation
Dallah Al Baraka Group,Al Baraka Banking Group B.S.C (Licensed as an Islamic Wholesale Bank by CBB)
Damage Control Engineering,Strymon
Damping Ohrid,DON
Danaher Corporation,Setra Systems Inc.
Danaher Corporation,Teletrac
Danaher Corporation,X-Rite Inc.
Danaher,Keithley Instruments Inc.
Dancing Sandwich Enterprises Inc.,Zingerman's
Dangote Cement,Dangote Industries Tanzania Limited
Dangote Group,Dangote Cement Plc
Danish Ministry of Transport,NAVIAIR
Danjaq LLC,Eon Productions
Danoptra Gaming Group|,Leisure Connection
Dansk Supermarked A/S,A-Z
Dansk Supermarked Group,Netto
Dansk Supermarked Gruppen,Bilka
Dansk Supermarked Gruppen,Tøj & Sko
Dansk Supermarked Gruppen,føtex
Danske Bank A/S, Danske Bank UK
Danske Bank,Danske Bank
Danske Bank,Danske Bank
Danske Bank,Danske Bank
Darden Restaurants Inc.,China Coast
Dart Container,Solo Cup Company
Dassault Group,Dassault Systèmes SE
Datang Telecom Technology,Leadcore Technology Co.,Ltd.
Datatec,Analysys Mason Group (AMG)
Datong Coal Mining Group,Datong Coal Industry
David MacBrayne Ltd,Argyll Ferries Ltd
David MacBrayne Ltd,Caledonian MacBrayne Ltd
Dawood Group,Eospalax
DaytonHudson Corporation,Hudson's
De Beers,Diamond Trading Company
De La Vega Oil,Ewing Oil
De Tomaso,then Fiat (FCA Italy),Innocenti
DeMoulas Supermarkets Inc.,DeMoulas Supermarkets Inc.
DeNA Co.,Ltd. (since 2010-10-25),ngmoco LLC
Dean Foods,Mayfield Dairy Farms
Dean Witter Reynolds,Discover Card
Deckers Brands,Teva
Deckers Brands,UGG
Dee Valley Group PLC (,Dee Valley Water / Dŵr Dyffryn Dyfrdwy
Deep Silver,Deep Silver Dambuster Studios Ltd.
Deep Silver,Deep Silver Volition LLC
Deep Silver,Fishlabs Entertainment GmbH
Defy Media,Atom Entertainment
Defy Media,Shockwave
Degrémont,Suez Environnement,Ozonia
DelSol distribution (with Panini),Soleil Productions
Delachaux Group,Pandrol Holding Ltd
Delhaize Group,AB Vassilopoulos
Dell EMC Infrastructure Solutions Group,RSA Security LLC
Dell Technologies(via Dell EMC Infrastructure Solutions Group),Virtustream Inc.
Dell Technologies,Dell
Dell Technologies,Dell Client Solutions Group
Dell Technologies,Dell EMC
Dell Technologies,Rogers & Cowan
Dell Technologies,SecureWorks Inc.
Dell Technologies,VMware Inc.
Dell,Alienware Corporation
Dell,Mozy
Dell,Reynaldo Tilguath
Deloitte,Monitor Company Group LP
Delphi Corporation,Rochester Products Division
Delta Air Lines,DAL Global Services
Delta Air Lines,Delta TechOps
Delta Galil Industries Ltd.,Schiesser AG
Delta Holding,Delta DMD
Delta T. Corporation,Appro International Inc.
Deltek Inc,Maconomy
Deluxe Corporation,OrangeSoda
Deluxe Entertainment Services Group Inc.,Company 3
Deluxe Entertainment Services Group Inc.,EFILM
Deluxe Entertainment Services Group Inc.,Method Studios
Deluxe,VerticalResponse Inc.
Demos/Weidong,Hemsley Fraser
Dempo,Goa Carbon Limited
Denihan Hospitality Group,Affinia Hotel Collection
Denis Frères Group of Companies,Ayam Brand
Dennis Brothers Limited,White and Poppe Limited
Dentsu Aegis Network Ltd,Gyro
Dentsu Aegis Network,Cardinal Path
Dentsu,Dentsu Aegis Network Ltd.
Dentsu,Dentsu McGarry Bowen LLC
Department for Culture,Media and Sport,Channel Four Television Corporation
Department for Transport,British Railways Board
Department of Agriculture (Tamil Nadu),Tamil Nadu Horticultural Producers Co-operative Enterprises Limited (TANHOPE)
Department of Agriculture (Tamil Nadu),Tamil Nadu Horticulture Development Agency (TANHODA)
Department of Agriculture (Tamil Nadu),Tamil Nadu State Agricultural Marketing Board
Department of Animal Husbandry,Dairying and Fisheries (Tamil Nadu),Aavin
Department of Co-operation,Food and Consumer Protection (Tamil Nadu),Tamil Nadu Civil Supplies Corporation
Department of Education and Training (Victoria),Victorian School Building Authority
Department of Education and Training,Victorian Curriculum and Assessment Authority
Department of Energy (Tamil Nadu),Tamil Nadu Electricity Board (TNEB)
Department of Energy (Tamil Nadu),Tamil Nadu Tourism Development Corporation
Department of Health,Victorian Health Promotion Foundation (VicHealth)
Department of Industries (Tamil Nadu),Tamil Nadu Newsprint and Papers Limited
Department of Information Technology (Tamil Nadu),Electronics Corporation of Tamil Nadu Limited
Department of Information Technology (Tamil Nadu),Venkatesh
Department of Infrastructure,Isle of Man Transport(Arraghey Ellan Vannin)
Department of Space,Antrix Corporation Limited
Department of Transport,Metlink
Department of Transport,Tourism and Sport,Córas Iompair ÉireannCIÉ
Department of Transport,VicRoads
Desautels Faculty of Management,McGill Executive Institute
Deseret Management Corporation(The Church of Jesus Christ of Latter-day Saints),Temple Square Hospitality Corporation
Deseret Management Corporation,Deseret Digital Media Inc.
Deseret Management Corporation,Deseret News Publishing Company
Desjardins Group,Zag Bank
Destineer,MacSoft
Det Stavangerske Dampskibsselskap,Hurtigruten Group,Nor Lines AS
Det Stavangerske Dampskibsselskap,Stavangerske AS
Detalion Furniture,Detalion S.C
Deutsche Bahn AG,DB AutoZug GmbH
Deutsche Bahn AG,DB Schenker
Deutsche Bahn AG,DB Services
Deutsche Bahn,DB Station&Service AG
Deutsche Bank,Deutsche Bank
Deutsche Bank,Sal. Oppenheim jr. & Cie. AG & Co. KGaA
Deutsche Bank,dbFX
Deutsche Post DHL Group,UK Mail Group plc
Deutsche Post,Deutsche Post AG
Deutsche Post,Williams Lea Group Limited
Deutsche Schiff- und Maschinenbau AG (DESCHIMAG),Weser Flugzeugbau G.m.b.H.
Deutsche Telekom,Hrvatski Telekom d.d.
Deutsche Telekom,Magyar Telekom Nyrt.
Deutsche Telekom,Slovak Telekom
Deutsche Telekom,T-Mobile Czech Republic,a.s.
Deutsche Telekom,T-Mobile International AG
Deutsche Telekom,T-Mobile Nederland BV
Deutsche Telekom,T-Mobile Polska S.A.
Deutsche Telekom,T-Online
Development Inc.,NetSentron,a division of Kobelt Development Inc.
Devgan Entertainment Software Limited,Ajay Devgn FFilms
Dewan Mushtaq Group,Dewan Farooque Motors Ltd.
Dexia,Dexia Crediop
Dhunseri Group,Twelve Cupcakes International Pte Ltd
Diageo,Guinness Ghana Breweries Ltd
Diageo,Industrias Pampero,C.A.
Diageo,St. James's Gate BreweryGuinness Brewery
Diageo,United Spirits Limited
Dialog Axiata PLC,Dialog Television (Pvt) Ltd
Dialog,QiComm,Dialog Vizz Mobile
Dick Blick Holdings Inc.,Blick Art Materials
Dick's Sporting Goods,Field & Stream
Dick's Sporting Goods,Golfsmith
Die Liga  Fußballverband,DFL Deutsche Fußball Liga GmbH
Die Liga  Fußballverband,Deutsche Fußball Liga,Bundesliga-Stiftung
Diebold Nixdorf,Diebold
Digicel,Communication Cellulaire d'Haïti
Digital Angel,PositiveID Corporation
Digital Bros,Pipeworks Studio Inc.
Digital Cable Systems,AKTA TV
Digitalb,SuperSport |
Dignity Health,Dignity Health Mercy Gilbert Medical Center
Dillons,City Market
Dime Community Bancshares Inc,Dime Community Bank
DineEquity,Applebee's International Inc.
DineEquity,International House of Pancakes
Dioz Group,Alanic
DirecTV,DirecTV Latin America
Direct Line Group,Churchill Insurance
Direct Line Group,Green Flag Limited
Directi,Neurathen Castle
Discover Financial,Diners Club
Discovery Communications,Discovery Digital Networks
Discovery Communications,Raw TV
Discovery Digital Networks,Revision3
Dish Network,Blockbuster LLC
Dish Network,Blockbuster LLC,Sling TV LLC
Dish TV,Zing Digital
DishTV India Ltd.,Dish TV Sri Lanka
Disney Consumer Products and Interactive Media Labs(The Walt Disney Company),The Muppets Studio LLC
Disney Consumer Products and Interactive Media(The Walt Disney Company),Disney Consumer Products
Disney Consumer Products and Interactive Media(The Walt Disney Company),Disney Interactive
Disney Consumer Products and Interactive Media(The Walt Disney Company),Disney Publishing Worldwide
Disney Consumer Products and Interactive Media),Disney Mobile
Disney Consumer Products and Interactive Media,Disney Stores Worldwide
Disney Enterprises Inc.,The Walt Disney Company Argentina S.A.
Disney Interactive Studios (The Walt Disney Company),Junction Point Studios
Disney Interactive Studios (The Walt Disney Company),Propaganda Games
Disney Interactive Studios(The Walt Disney Company),Wideload Games
Disney Interactive Studios,Black Rock Studio
Disney Interactive Studios,Fall Line Studios
Disney Interactive(The Walt Disney Company),Playdom Inc.
Disney Interactive,Disney Interactive Studios Inc.
Disney International,The Walt Disney Company (India) Public Limited
Disney Learning division(Disney Consumer Products),Disney English
Disney Media Networks(The Walt Disney Company),ABC Inc.
Disney Media Networks),ABC Cable Networks Group Inc.
Disney Media Networks),ABC Owned Television Stations
Disney Media Networks),DisneyABC International Television Inc.
Disney Mobile (Disney Interactive)(The Walt Disney Company),Tapulous Inc.
Disney Parks New Vacation Operations(The Walt Disney Company),Adventures by Disney Travel Services Inc.
Disney Television Animation,Walt Disney Feature Animation,France S.A.
Disney-ABC Television Group,ABC/Kane Productions International
DisneyABC Television Group,ABC Family Worldwide Inc.
DisneyABC Television Group,ABC Studios
DisneyABC Television Group,DisneyABC Domestic Television
DisneyToon Studios(Walt Disney Animation Studios),Walt Disney Television Animation (Australia) Pty. Limited
Disney–ABC TV Group,Walt Disney Television
Distributel,Acanac Inc
Dive N Surf Corporation (Private company),Body Glove International LLC
Diversified Restaurant Holdings,Bagger Dave's Burger Tavern Inc.
Divine Investments SA,Printemps
Dixons Carphone,Currys
Dixons Carphone,PC World
Dixons Carphone,The Carphone Warehouse Limited
Dixons Retail plc,Dixons
Dixons Retail,The Link
DnB NOR,Cresco
DnB NOR,Nordlandsbanken ASA
DnB NOR,Postbanken
DnB NOR,Vital Forsikring ASA
Do & Co,Ch. Demel's Söhne
Dodla Holdings Pte. Ltd,Singapore,Lakeside Dairy Limited
Dolby Laboratories Inc.,Doremi Laboratories Inc.
Dolce & Gabbana Luxembourg S.à.r.l.,Dolce & Gabbana S.r.l.
Dollar Financial Group,Suttons & Robertsons
Dollar Tree,Family Dollar Stores Inc.
Dome Holdings Ltd,Park Resorts Limited
Dominion Energy,Questar Corporation
Dongbu Group,Dongbu Steel
Dongfeng Motor Corporation,Dongfeng Motor Company Limited
Dongfeng Motor Corporation,Dongfeng Yueda Kia Motor Co.,Ltd.
Doosan Group,Doosan Babcock Limited
Doosan Group,Doosan Fuel Cell
Doosan Group,Doosan Lentjes GmbH
Doosan Heavy Industries & Construction Co.,Ltd,Doosan Power Systems
Doosan Power Systems,Doosan Škoda Power
Doosan,NeoTrans Co. Ltd.
Doppelmayr Garaventa Group,DCC Doppelmayr Cable Car
Dorel Industries (Pacific Cycle),Schwinn Bicycle Company
Dorel Industries,Mongoose
Dorel,Cannondale Bicycle Corporation
Dorel,Roadmaster
Douglas Dynamics (NYSE: PLOW),Fisher Engineering
Douglas Dynamics,Western Products
Dover Corporation,Dover Artificial Lift
Dover Corporation,Dow-Key Microwave Corporation
Dover Corporation,MARKEM-IMAJE
Dover Corporation,The Heil Co.
Dover Corporation,Warn Industries Inc.
Dow Chemical Company,Dow Corning Corp.
Dow Chemical Company,Rohm and Haas Company
Dow Jones & Company,Factiva
Doğan Media Group,Doğan News Agency
Dr Pepper Snapple Group Inc,Dr Pepper Snapple Bottling Group
Dragon Bleu,Venum
Drake Industries LLC,Hendrick Manufacturing Company
Dresdner Bank,Dresdner Kleinwort
DriveTime,carvana
Driven Brands,MAACO Collision Repair & Auto Painting
Drogarias DPSP,Drogaria São Paulo
Drum Workshop,Ovation Guitar Company
DuPont,Danisco,DuPont Danisco Cellulosic Ethanol LLC
DuProprio,ComFree
Dubai Holding,Arab Media Group
Dubai World,Istithmar Worlds
Dubbing Brothers,Dubbing Brothers
Ducati,Ducati Corse
Dufry AG,Hudson Group
Duke Energy,Progress Energy Inc.
Duke LifePoint Healthcare,Conemaugh Health System
Dunedin City Holdings Limited,Aurora Energy Limited
Dunkin' Brands,Baskin-Robbins
Dunkin' Brands,Baskin-Robbins Australia
Dunkin' Brands,Dunkin' Donuts
Dwango,Spike Chunsoft
DynaVenture Corp.,QA Technologies
Dynacraft,Magna Bicycle company
Dynacraft,NEXT Bicycle Company
Dyson Ltd,Sakti3
Dürr Dental,Air Techniques
E&H Family Group,Buehler Food Markets Inc.
E-L Financial Corporation,The Empire Life Insurance Company
E-Land,K-Swiss
E. D. Abbott Ltd,Abbott-Baynes Sailplanes Ltd.
E.ON,Eneva S.A.
E.SUN Financial Holding Co.,Ltd.,E.SUN Commercial Bank
E.W. Scripps Company,Stitcher
EA Digital Illusions CE,Trauma Studios
EADS NVAirbus Holding SAS,Airbus UK Limited
EADS,EADS EFW (Elbe Flugzeugwerke GmbH)
EAS,Hellenic Arms Industry Ε Β Ό
EAS,PYRKAL
EBX,MMX Mineração e Metálicos S.A
EBX,OGX Petróleo e Gás Participações S.A.
ECA Group,ECA Sindel
ECI Partners,Kelvin Hughes
EDAG Engineering Group AG,EDAG Engineering GmbH
EDP - Energias de Portugal,EDP - Energias do Brasil S.A.
EDP Renewables,EDP Renewables North America
EE Limited,Orange
EE Limited,T-Mobile UK
EF Education First,Trihedral Engineering Limited
EFG Bank European Financial Group,EFG International AG
EGL Group,Lister Petter
ELB Capital Management LLC,Seagrave Fire Apparatus
EMC Corporation,VCE Company LLC
EMPORDEF,Estaleiros Navais de Viana do Castelo(Viana do Castelo Naval Shipyards)
ENGIE,ENGIE Brasil Energia S.A.
ENGIE,GRTgaz
ENL Group,Rogers & Co. LLC
EQT Partners,Scandic Hotels AB
EQT V,InFiber AS
EQT,Bureau van Dijk
ERA Group,Beatties of London Limited
ERAM,Passage SAS
ESB Group,Northern Ireland Electricity Networks Limited
ETF Group,ETF Ride Systems
ETH Zurich,Institute of Robotics and Intelligent Systems
EVR,Oregon Steel Mills Inc.
EVS Broadcast Equipment,OpenCube Technologies
EVY Group,Ceres Pasalubong
EZchip Semiconductor,Tilera Corporation
Eagle Bancorp Inc.,Eagle Bancorp Inc.
EagleView Technology Corp,Pictometry International Corp.
East India Hotels,Oberoi Hotels & Resorts
East Penn Manufacturing Inc.,Ecoult
East West Bancorp,East West Bank
Eastlink,Eastlink Wireless
Eastman Chemical Company,Solutia
Eastman Kodak (until 1994),Sterling DrugSterling-Winthrop
EasyHi,Slidely
Eat 2008 Limited,Eat
Ebac Group Ltd,Ebac Ltd
Ebro Foods,New World Pasta Corporation
EchoStar,Hughes Communications Inc.
Econet Wireless,Steward Bank Limited
Economist Group,Economist Intelligence Unit Limited
Eddie Stobart Logistics,Stobart Rail Freight Ltd
Edel AG,Kontor Records GmbH
Edelweiss Group,Edelweiss Broking Ltd.
Edinburgh Woollen Mill Ltd.,Peacocks Stores Limited
Edinburgh Woollen Mill,Jane Norman
Edison International,Southern California Edison
Eesti Energia,Enefit American Oil
Eesti Energia,Enefit Kaevandused AS
Egmont Group,Nordisk Film
Egmont Group,Oslo Kino AS
Egyptian Petroleum Ministry,Egyptian Natural Gas Company (GASCO)
Eicher Motors,Volvo,Eicher Trucks and Buses
Eickhoff Group,Schalker Eisenhütte Maschinenfabrik
Eidos Interactive,Pivotal Games
Eika Gruppen,Terra Markets AS
Einstein Noah Restaurant Group Inc.,Einstein Bros. Bagels
Eir,Eir Sport
Eitzen Group,Camillo Eitzen & Co ASA
Eitzen family,Eitzen Holding AS
El Cielito Coffee Company,El Cielito Café
El Corte Inglés,S.A.,Hipercor,S.A.
Elections in Europe by year,Ochre Health
Elections in New Zealand by year,Transportation Investment Corporation
Elections in South America,Maid2Clean
Elections in the Philippines by year,Mysterious Galaxy
Electrabel,Laborelec
Electrocomponents,RS Components
Electronic Arts,BioWare
Electronic Arts,Criterion Games
Electronic Arts,Distinctive Software Inc.
Electronic Arts,EA Canada
Electronic Arts,EA Mobile Inc.
Electronic Arts,EA Montreal
Electronic Arts,EA Salt Lake
Electronic Arts,Electronic Arts Asia Pacific Pte. Ltd.
Electronic Arts,Firemonkeys Studios
Electronic Arts,Ghost Games
Electronic Arts Inc,ABC Software
Electronic Arts Inc,DROsoft
Electronic Arts Inc,NuFX
Electronic Arts Inc,PlayNation
Electronic Arts Inc,SingShot Media
Electronic Arts Inc,Vision Software
Electronic Arts Inc.,Kingsoft GmbH
